level,algorithm,heuristic,success,cost,expanded_nodes,frontier_nodes,elapsed_seconds,operations_done,solution_length,solution,error
Microban IV - 25.level,greedy,min_goal_distance,True,436,207938,693,43.669691334012896,500022,436,↑←←↓←↓↓→→→↑↑↓↓→→↑←↓←↑↓←←←↑↑→↑→→→→→→↓→→→↑↑←←↓↑→→↓↓←←↑←←←←←←←↓←↓↓→→→↑↑↓↓←←←↑↑→↑→→↓↓↓←←↑→→↑↑←←↓←↓→→↓→↑←←↑↑→→→→→→↓→→↓↓←←↑↓→→↑↑→↑↑←←↓←←←←←←←↓↓→→↑↓←←↑↑→→→→→→↓→→↓↓←←↑↑→→↓→→→↑↑←←↑←←↓←←→→↑→→↓↓↑→→↓↓←←↑↑↑←←↓←↓→→←↑←←←←←↓↓↓→→↑←↓←↑←←↑↑→→→→→→↓↓↓→→↓→→↑↑→↑↑←←↑←←↓←←←←←←←↓↓→→↑↓←←↑↑→→→→→→↓↓↓→→↓→→↑↑→↑↑←←↓←←→→↑→→↓↓←↓↓←←↑↑↓←←↑↑↓↓→→↓→→↑↑←↑←←→→↑↑←←↓←←←←←→→→→→↑→→↓↓↓→↓↓←←↑←←↑↑↓↓→→↓→→↑↑←↑←←↑←←→→↓→→↓→↓↓←←↑↑→↑←→↑↑←←↓←←←←→→→→↑→→↓↓↓←↓←←↑↑↓↓→→↑↑←↑←←←→→→↓→↓↓←←↑↑→↑←←,
Microban IV - 26.level,astar,min_goal_distance,True,53,27456,647,5.881409508991055,67745,53,↓←↓←←↑→↑↑←↑→→↓→↓↓←↓←↑↑↓→→↑↑←↑←←↓→↓↓→→→→↑↑←↑←↑↑→→↓←↑←↓,
Microban IV - 26.level,astar,player_distance,True,53,26547,1000,5.1308304209960625,65600,53,↓←↓←←↑→↑↑←↑→→↓→↓↓←↓←↑↑↓→→↑↑←↑←←↓→↓↓→→→→↑↑←↑←↑↑→→↓←↑←↓,
Microban IV - 25.level,greedy,player_distance,True,358,205322,2617,44.40251196094323,492651,358,↑←←↓←↓↓→→→↑↑↓↓→→↑←↓←↑↓←←←↑↑→↑→→→→→→↓→→→↑↑←←↓←←←←←←←↓←↓↓→→→↑↑↓↓←←←↑↑→↑→→↓↓↓←←↑→→↑↑←←↓←↓→→↓→↑↓→→↑←←↓←←↑↑↑→→→→→→↓↓↓→→↑↑←→→↑↑←←↓←←←←←←←↓↓→→↑↓↓→→↑←↓←↑←←↑↑→→→→→→↓→→↓↓←←↑↓→→↑→→→↑↑←←↓↑↑←←↓←←←←←←←↓↓→→↑↓←←↑↑→→→→→→↓→→↓↓←←↑↑→→↓↓↓→→↑↑←→→↑↑←←↑←←↓←←→→↑→→↓→→↓↓←←↑←←↑←←←←←→→→→→↓→→↓→↓↓←←↑↑→↑←↓↓←←↑↑→↑←←→→↑→→↓↓←←↑←←←←→→→→↓→↓↓←←↑↑→↑←←→↓→→↓↓↓→→↑↑←↑←←←↓↓→→↑→↑←←↑←←←→→→↓→↓↓←←↑↑→↑←←,
Microban IV - 25.level,astar,hungarian_matching,True,292,233432,13,55.12282946391497,558404,292,↑←←↓←↓↓→→→↑↑↓↓←←←↑↑→↑→→→→→→↓→→→↑↑←←↓←←←←←↓↓↓→→↑←↓←↑↑↓↓←←←↑↑→↑→→→→→→↓→→↓→→→↑↑←←↓↑↑←←↓←←←←←↓↓↓←←↑→→↑↑←←↓←↓→→↓→↑↑↓←←↑↑→→→→→→↓↓↓→→↑↑←→→↑↑←←↓←←←←←↓↓↓→→↑←↓←↑↑↓←←↑↑→→→→→→↓→→↓↓←←↑↑↓↓→→↓→→↑↑←→↓↓←←↑↑→→→↑↑←←↓←←→→↑↑←←↓←←←←←→→→→→↑→→↓↓←↓↓←←↑↑↓↓→→↑↑←↑←←←←→→→→↓→↓↓←←↑↑↓↓→→↓→→↑↑←→↓↓←←↑↑→↑←←↑←←←→→→↓→↓↓←←↑↑→↑←←,
Microban IV - 25.level,astar,unique_min_goal_distance,True,292,233432,13,49.94997328100726,558404,292,↑←←↓←↓↓→→→↑↑↓↓←←←↑↑→↑→→→→→→↓→→→↑↑←←↓←←←←←↓↓↓→→↑←↓←↑↑↓↓←←←↑↑→↑→→→→→→↓→→↓→→→↑↑←←↓↑↑←←↓←←←←←↓↓↓←←↑→→↑↑←←↓←↓→→↓→↑↑↓←←↑↑→→→→→→↓↓↓→→↑↑←→→↑↑←←↓←←←←←↓↓↓→→↑←↓←↑↑↓←←↑↑→→→→→→↓→→↓↓←←↑↑↓↓→→↓→→↑↑←→↓↓←←↑↑→→→↑↑←←↓←←→→↑↑←←↓←←←←←→→→→→↑→→↓↓←↓↓←←↑↑↓↓→→↑↑←↑←←←←→→→→↓→↓↓←←↑↑↓↓→→↓→→↑↑←→↓↓←←↑↑→↑←←↑←←←→→→↓→↓↓←←↑↑→↑←←,
Microban IV - 26.level,greedy,player_distance,True,93,4102,1614,0.8026072720531374,10397,93,↓←↓←←↑→↑↑←↑→↓→→↓↓→→↑↑←←↑↑→↓←↓↓↓→→↑↑←→↓↓←←←↓←←↑→→←↑↑↑→→↓→→↓↓←←↑↓←↓←↑↑↑←↑→↓↓↓→→→→↑↑←↑←↑↑→→↓←↑←↓,
Microban IV - 26.level,greedy,min_goal_distance,True,97,5888,640,1.1898604319430888,14570,97,↓→→↑↑←←↓↓←↓←←↑→↑↑←↑→→←↓→→↓↓→→↑↑←←↓↓←↓←↑↑↓→→↑↑→↑↓←↓↓←←↑↑→↑→←↓←←↑→↓↓↓→→→→↑↑←←↑↑↑→→↓←↓←↓↓↓→→↑↑←↑↑↑←↓,
Microban IV - 26.level,greedy,unique_min_goal_distance,True,99,4253,476,0.8590852420311421,10497,99,↓→→↑↑←←↓↓←↓←←↑→↑↑←↑→↓→→↓↓→→↑↑←←↑↑→↓←↓↓↓→→↑↑←→↓↓←←←↓←←↑→↑↑↑→→↓→→↓↓←←↑↓←↓←↑↑↑←↑→↓↓↓→→→→↑↑←↑←↑↑→→↓←↑←↓,
Microban IV - 26.level,greedy,hungarian_matching,True,99,4265,479,1.0207167329499498,10529,99,↓→→↑↑←←↓↓←↓←←↑→↑↑←↑→↓→→↓↓→→↑↑←←↑↑→↓←↓↓↓→→↑↑←→↓↓←←←↓←←↑→↑↑↑→→↓→→↓↓←←↑↓←↓←↑↑↑←↑→↓↓↓→→→→↑↑←↑←↑↑→→↓←↑←↓,
Microban IV - 26.level,astar,hungarian_matching,True,53,26897,697,5.944335084059276,66362,53,↓←↓←←↑→↑↑←↑→→↓→↓↓←↓←↑↑↓→→↑↑←↑←←↓→↓↓→→→→↑↑←↑←↑↑→→↓←↑←↓,
Microban IV - 26.level,astar,unique_min_goal_distance,True,53,26833,695,5.8629219009308144,66199,53,↓←↓←←↑→↑↑←↑→→↓→↓↓←↓←↑↑↓→→↑↑←↑←←↓→↓↓→→→→↑↑←↑←↑↑→→↓←↑←↓,
Microban IV - 27.level,dfs,,True,2122,31285,795,5.462047524983063,75385,2122,↓←←↑←←→↑↑↑→→←←↓↓↓←↑→↑↑→→↓↑←←←↓→↓→↓↓→→↑↑←→↓↓←←↑←←↑→→←←←←↓→→↑→→↓←→↓→→↑↑←→↓↓←←↑←↑←←↓→→↑↑↑→→↓↓←→→↓↓←←↑←↑→↓↓→→↑↑←←→↑↑←←←↓↓→→←←←↓→↑→→↓↓→→↑↑←←→↑↑←←←↓↓→←↓→←↑↑↑→→→↓↓←→↑↑↑→→↓←←←→↓↓←←→→→↓↓←←↑←↑→←←→→↓↓→→↑↑←←↓←←↑↑↑→→→←←←↓↓→→←←↓←←↑→→↓→→↑←→↓↓→→↑↑←←→↑↑↑→→↓←↑←↓←←←↓↓→→←←←↓→↑→→↓↓→→↑↑←←→↑↓→↓↓←←↑←←↑→→←←←←↓→→↑→→↓←→↓→→↑↑←→↓↓←←↑←↑←←↓→→←↑↑↑→↓↓←↑↑→→→↓↓←→→↓↓←←↑←→↓→→↑↑←↑↑←←←↓↓←↓→↑↑→↑→→↑→→↓←←←→↓↓→↓↓←←↑←←→↑→←←←←↓→→↑→→↓←→↓→→↑↑←←↓←←↑←←↓→→↑→←↑↑→→→↑→→↓←←←→↓↓←←←↑↑→→→←←←↓↓↓→←←←↑→↓→↑→→→↑↑←←←↓↓→→→→↓↓←←↑↓→→↑↑←←→↑↑↑→→↓←←↓↓→↓↓←←↑←←↑→→←←←←↓→→↑→→↓↓→→↑↑←←←←↓→←←←↑→↓→→↑→→→↓↓←←↑←↑→←←↓←←↑→→↑↑→→→↑→→↓←↑←↓←←←↓↓↓→→↑←→↓↓→→↑↑←→↓↓←←↑←↑←→→←↑←↓↓→→↓→→↑↑←→↓↓←←↑←←←←↑→→↓→↑→←←↑↑→→→←←←↓↓→→↓↓→→↑↑←→↓↓←←↑←←↑↑↑→↓↓→↓←→↓→→↑↑←→↓↓←←↑←←→→↓→→↑↑←←↓←←↑←←↓→→→←↑↑→↓→→→↓↓←←↑↓→→↑↑←←←→↓←↑↑↑→→↓↑←←↓↓→↓↓→→↑↑←→↓↓←←↑←↑↑↑→→↑→→↓←←←→↓↓→↓↓←←↑←←→↑→←↑←↑→→→↑→→↓←↑←↓←←↓↓→↓↓→→↑↑←→↓↓←←↑←←↑→→←←←←↓→→↑→→↓←→↓→→↑↑←→↓↓←←↑←↑←←↓→↑→↑↑←↓→↓→↓←→↓→→↑↑←←→↑↓→↓↓←←↑←←↑→→←←←←↓→→↑→→↓←→↓→→↑↑←→↓↓←←↑←↑←←↓→→↑↑↑←↓→↓←→↑↑→→←←←↓↓↓←←↑→↓→→↑↑←↓→↓←→↑↑↑→→↓↓←→→↓↓←←↑←↑→←←↑↑→→→↑→→↓←↑←↓←←←↓↓→→↓↓→→↑↑←→↓↓←←↑←←↑←←↓→→↑→↑←↑→→←←↓↓→→↓←→↓→→↑↑←→↓↓←←↑←←→→↓→→↑↑←←↓←←↑←←↓→→→←↑↑→↓→→→↓↓←←↑↓→→↑↑←←←←→↑↑→→↓↑←←←↓↓→→↓↓→→↑↑←←→↑↑←←←↓↓↓→←↑↑→↓→→↑↑↑→→↓←←←→↓↓←←←↓←←↑→→↑↑→→→↑→→↓←←←→↓↓←←↑←↑→→→↓↓→↓↓←←↑↓→→↑↑←←→↑↑↑→→↓←←↓↓→↓↓←←↑←←↑→→←←←←↓→→↑→→↓←→↓→→↑↑←→↓↓←←↑←↑←←↓→→↑↑↑←↓→↑→→↓↓←→↑↑←←←↓↓↑→↑→→↓↓←←→→↑↑↑→→↓←←←→↓↓←←↓←→↑↑←↑→→→↑→→↓←←↓↓←←↓←↑→↑↑→→←←↓↓→→→↓↓←←↑↓→→↑↑←←→↑↑←←←↓→↑→→↓↓→↓↓←←↑←←↑←←↓→→↑→↑↑→→↓↓←→↑↑↑→→↓←←↓↓←←←→↑↑→→←←↓↓←↓→↑→→→↓↓←←↑←←←←↑→↓→→→↓→→↑↑←←→↑↑↑→→↓←↑←↓←←↓↓→→↑↓←←←↓→←←←↑→↓→→↑→→→↓↓←←↑←↑→←←→→↓↓→→↑↑←→↓↓←←↑←↑↑↑→→←←←↓→↓→←↓←↑→→↓↓→→↑↑←←→↑↑←←←↓→↑→→↓↓→↓↓←←↑←←↑↓→↑→→↑↑↑→→↓←↑←↓←←↓↓↑↑→→↓↑←←↓↓→↓↓→→↑↑←↑↑←←↓↓←↓→←←←↑→↓→→↑↑↑→→↓↓←→→↓↓←←↑←↑→←←→→↓↓→→↑↑←↑↑←←←↓↑→→→↓↓→↓↓←←↑←↑→←↑←↑→→→↑→→↓←↑←↓←←↓↓→↓↓→→↑↑←←↓←↑↑←↑→→→←←↓↓↓←↑↓←←↑→→→→←↑↑←↓→↓→↓↓→→↑↑←→↓↓←←↑←↑←→→↓↓→→↑↑←←↓←←←←↑→↓→→↑←↑↑→→→↓↑←←↓←↓↓→→↓→→↑↑←→↓↓←←↑←←↑↑→↑→→↑→→↓←←←→↓↓→↓↓←←↑←←↑↑→↓←↓→←←←↑→↓→→↑↑←↓↑↑→→→↑→→↓←←↓↓←→→↓↓←←↑←←↑↑→↓→←←↑↑→→→←←←↓↓→→↓↓→→↑↑←←→↑↑←←←↓↓↓→←↑↑→↑→→↑→→↓←↑←↓←←←↓↓↓→↑→→↑↓←←←←←↓→↑→↑↑→→→↑→→↓←←←→↓↓←←←↑↑→←↓↓→↓←→↑→→↑↑←→↓↓←←←↑↑→→→↓↓→↓↓←←↑↓→→↑↑←←→↑↑↑→→↓←↑←↓↓↑←←←↓↓↓→→↑←→↓↓→→↑↑←→↓↓←←↑←←↑→→←←←←↓→→↑→→↓←→↓→→↑↑←↑↑←←←↓↑→↓↑→→↓↓→↓↓←←↑←←↑↓→→↓→→↑↑←↑↑←←↓↓←↓→←↑←←↓→→↑→↑↑→→↓↓←→↑↑←←←↓→↑→→↓↓←↓←←→↑↓←↑←←↓→→↑→→→↑↑←←←↓↑→→→↓↓←←←→→→↑↑←←↓←↓→←↓←←↑→,
Microban IV - 27.level,greedy,min_goal_distance,True,104,929,148,0.17400309001095593,2222,104,↑←←←↑↑→→↓↑↑→→↓←↑←↓←←↓↓←↓←←↑→↓→↑→→↓↓→→↑↑←←←↑↑→→↓↑←←↓↓→↓↓→→↑↑←↑↑←←↓↓←↓←←↑→↓→→↑↑↑→→↓↓←↓↑→↑↑←←↓↓←↓←←↑→→→↑↑←↓,
Microban IV - 27.level,greedy,player_distance,True,104,1545,591,0.3084263450000435,3823,104,↑←←←↑↑→→↓↑↑→→↓←↑←↓←←↓↓←↓←←↑→↓→↑→→↓↓→→↑↑←←←↑↑→→↓↑←←↓↓→↓↓→→↑↑←↑↑←←↓↓←↓←←↑→↓→→↑↑↑→→↓↓←↓↑→↑↑←←↓↓←↓←←↑→→→↑↑←↓,
Microban IV - 27.level,bfs,,True,84,36411,144,6.309232637984678,87517,84,↑←←↓←←↑→↑↑→→↓↑←←↓↓↓→↓→→↑↑←←→↑↑↑→→↓←↑←↓↓↑←←↓↓→↓↓→→↑↑←↑↑←←↓↓←↓→↑↑↑→→↓↓←↓←←↑←←↓→→↑→↑↑←↓,
Microban IV - 27.level,greedy,unique_min_goal_distance,True,152,3916,364,0.6949557410553098,9433,152,↑←←←↑↑→→↓↑↑→→↓←↑←↓←←↓↓→↓↓→→↑↑←↑↓→↓↓←←↑←↑↑↑→→↑→→↓←←↓↓→↓↓←←↑←←↑←←↓→→↑→↑↑→→↑→→↓←←↓↓←←↑↑→→↑→→↓←↑←↓↓↑←←↓↓→↓↓→→↑↑←↑↑←←↓↓←↓←←↑→↓→→↑↑↑→→↓↓←↓↑→↑↑←←↓↓←↓←←↑→→→↑↑←↓,
Microban IV - 27.level,greedy,hungarian_matching,True,152,5129,568,1.0845396909862757,12495,152,↑←←←↑↑→→↓↑↑→→↓←↑←↓←←↓↓→↓↓→→↑↑←↑↓→↓↓←←↑←↑↑↑→→↑→→↓←←↓↓→↓↓←←↑←←↑←←↓→→↑→↑↑→→↑→→↓←←↓↓←←↑↑→→↑→→↓←↑←↓↓↑←←↓↓→↓↓→→↑↑←↑↑←←↓↓←↓←←↑→↓→→↑↑↑→→↓↓←↓↑→↑↑←←↓↓←↓←←↑→→→↑↑←↓,
Microban IV - 27.level,astar,min_goal_distance,True,84,36212,142,7.466260979999788,87041,84,↑←←↓←←↑→↑↑→→↓↑←←↓↓↓→↓→→↑↑←←→↑↑↑→→↓←↑←↓↓↑←←↓↓→↓↓→→↑↑←↑↑←←↓↓←↓→↑↑↑→→↓↓←↓←←↑←←↓→→↑→↑↑←↓,
Microban IV - 27.level,astar,player_distance,True,84,35989,196,7.917172592948191,86521,84,↑←←↓←←↑→↑↑→→↓↑←←↓↓→↓↓→→↑↑←←→↑↑↑→→↓←↑←↓↓↑←←↓↓→↓↓→→↑↑←↑↑←←↓↓←↓→↑↑↑→→↓↓←↓←←↑←←↓→→↑→↑↑←↓,
Microban IV - 27.level,astar,hungarian_matching,True,84,36092,156,7.622474905918352,86762,84,↑←←↓←←↑→↑↑→→↓↑←←↓↓↓→↓→→↑↑←←→↑↑↑→→↓←↑←↓↓↑←←↓↓→↓↓→→↑↑←↑↑←←↓↓←↓→↑↑↑→→↓↓←↓←←↑←←↓→→↑→↑↑←↓,
Microban IV - 27.level,astar,unique_min_goal_distance,True,84,35980,187,7.77369533595629,86518,84,↑←←↓←←↑→↑↑→→↓↑←←↓↓↓→↓→→↑↑←←→↑↑↑→→↓←↑←↓↓↑←←↓↓→↓↓→→↑↑←↑↑←←↓↓←↓→↑↑↑→→↓↓←↓←←↑←←↓→→↑→↑↑←↓,
Microban IV - 25.level,greedy,unique_min_goal_distance,True,442,212752,323,44.75696128595155,511379,442,↑←←↓←↓↓→→→↑↑↓↓←←←↑↑→↑→→↓↓↓←←↑↓→→↑↑↑→→→→↓→→→↑↑←←↓↑→→↓↓←←↑←←←←←←←↓↑→→↓↓↓→→↑←↓←↑↑↓↓←←←↑↑→↑→→↓↓↓←←↑→→↑↑←←↓←↓→↑↑→→→→→→↓→→↓↓←←↑↑→→→↑↑←←↓←←→↓→→↓→↑←←↑↑→→↓↓↑→→↓↓←←↑←←↑←←←←←↓↓↓→→↑←↓←↑↓←←↑↑↑→→→→→→↓→→→↑↑←←↓←↓→→←↑←←←←←←←↓↓↓→→↑↑↓↓←←↑→↓→↑←←↑↑→→→→→→↓↓↓→→↓→→↑↑→↑↑←←↑←←↓←←←←←←←↓↓→→↑↓←←↑↑→→→→→→↓↓↓→→↓→→↑↑→↑↑←←↓←←→→↑→→↓↓←↓↓←←↑↑↓←←↑↑↓↓→→↓→→↑↑←↑←←→→↑↑←←↓←←←←←→→→→→↑→→↓↓↓→↓↓←←↑←←↑↑↓↓→→↓→→↑↑←↑←←↑←←→→↓→→↓→↓↓←←↑↑→↑←→↑↑←←↓←←←←→→→→↑→→↓↓↓←↓←←↑↑↓↓→→↑↑←↑←←←→→→↓→↓↓←←↑↑→↑←←,
Microban IV - 25.level,greedy,hungarian_matching,True,442,212752,323,55.236372188082896,511379,442,↑←←↓←↓↓→→→↑↑↓↓←←←↑↑→↑→→↓↓↓←←↑↓→→↑↑↑→→→→↓→→→↑↑←←↓↑→→↓↓←←↑←←←←←←←↓↑→→↓↓↓→→↑←↓←↑↑↓↓←←←↑↑→↑→→↓↓↓←←↑→→↑↑←←↓←↓→↑↑→→→→→→↓→→↓↓←←↑↑→→→↑↑←←↓←←→↓→→↓→↑←←↑↑→→↓↓↑→→↓↓←←↑←←↑←←←←←↓↓↓→→↑←↓←↑↓←←↑↑↑→→→→→→↓→→→↑↑←←↓←↓→→←↑←←←←←←←↓↓↓→→↑↑↓↓←←↑→↓→↑←←↑↑→→→→→→↓↓↓→→↓→→↑↑→↑↑←←↑←←↓←←←←←←←↓↓→→↑↓←←↑↑→→→→→→↓↓↓→→↓→→↑↑→↑↑←←↓←←→→↑→→↓↓←↓↓←←↑↑↓←←↑↑↓↓→→↓→→↑↑←↑←←→→↑↑←←↓←←←←←→→→→→↑→→↓↓↓→↓↓←←↑←←↑↑↓↓→→↓→→↑↑←↑←←↑←←→→↓→→↓→↓↓←←↑↑→↑←→↑↑←←↓←←←←→→→→↑→→↓↓↓←↓←←↑↑↓↓→→↑↑←↑←←←→→→↓→↓↓←←↑↑→↑←←,
Microban IV - 28.level,greedy,min_goal_distance,True,71,5930,646,1.5243006309028715,15056,71,←←↓↑→→↓←↓↓←←↑↑←↑→→←↑↑→↓←↓↓↓↓→→↑↑→↑↑←→→→↓→→↑←←←←→→→↑↑←←↓←↓→←↓↓←↓↓←←↑→↓→↑,
Microban IV - 28.level,greedy,player_distance,True,71,6583,2907,1.835587095003575,17028,71,←←↓↑→→↓←↓↓←←↑↑←↑→→←↑↑→↓←↓↓↓↓→→↑↑→↑↑←→→→↓→→↑←←←←→→→↑↑←←↓←↓→←↓↓←↓↓←←↑→↓→↑,
Microban IV - 28.level,greedy,hungarian_matching,True,71,13258,1331,3.9429051680490375,33719,71,←←↓↑→→↓←↓↓←←↑↑←↑→→←↑↑→↓←↓↓↓↓→→↑↑→↑↑←→→→↓→→↑←←←←→→→↑↑←←↓←↓→←↓↓←↓↓←←↑→↓→↑,
Microban IV - 28.level,greedy,unique_min_goal_distance,True,71,13229,1330,3.6341511389473453,33646,71,←←↓↑→→↓←↓↓←←↑↑←↑→→←↑↑→↓←↓↓↓↓→→↑↑→↑↑←→→→↓→→↑←←←←→→→↑↑←←↓←↓→←↓↓←↓↓←←↑→↓→↑,
Microban IV - 10.level,astar,unique_min_goal_distance,True,198,1517795,1265,407.02673759299796,3753131,198,↓↓↓←↓→↑↑↑←←←↓←←↑→→→→↑↑←↑↑→↓↓↓→↓→→↑←←↓←←←↓←←↑→→→→→←↑↑←↑↑→↓↓↓→→→↓→→↑←←←←↓→→↑→→↓→→↑←←←←↓→←←←←←←↓←←↑→→→→→←↑↑←↑↑→↓↓↓→↓→→↑←←↓←←←↓←←↑→→→→→←↑↑←↑↑→↓↓↓→↓↓↓→↓→↓↓←↑←↑↑↑↑→↑←↓←←←↓←←↑→→→→→←↑↑←↑↑→↓↓↓→↓↓↓↓↓→→↑←↓←↑↑↑,
Microban IV - 10.level,astar,hungarian_matching,True,198,1517814,1258,424.5079700190108,3753176,198,↓↓↓←↓→↑↑↑←←←↓←←↑→→→→↑↑←↑↑→↓↓↓→↓→→↑←←↓←←←↓←←↑→→→→→←↑↑←↑↑→↓↓↓→→→↓→→↑←←←←↓→→↑→→↓→→↑←←←←↓→←←←←←←↓←←↑→→→→→←↑↑←↑↑→↓↓↓→↓→→↑←←↓←←←↓←←↑→→→→→←↑↑←↑↑→↓↓↓→↓↓↓→↓→↓↓←↑←↑↑↑↑→↑←↓←←←↓←←↑→→→→→←↑↑←↑↑→↓↓↓→↓↓↓↓↓→→↑←↓←↑↑↑,
Microban IV - 28.level,astar,unique_min_goal_distance,True,59,166721,11896,51.705266183940694,431069,59,←↓↑←↓←←↑→→←↑↑→↓←↓↓→→→↑↑←→→→↓→→↑←←←←→→→↑↑←←↓←↓→←↓↓←←←↓↓→↑↓→↑,
Microban IV - 10.level,astar,player_distance,True,198,1516845,2078,428.3612345610745,3750820,198,↓↓↓←↓→↑↑↑←←←↓←←↑→→→→↑↑←↑↑→↓↓↓→↓→→↑←←↓←←←↓←←↑→→→→→←↑↑←↑↑→↓↓↓→→→↓→→↑←←←←↓→→↑→→↓→→↑←←←←↓→←←←←←←↓←←↑→→→→→←↑↑←↑↑→↓↓↓→↓→→↑←←↓←←←↓←←↑→→→→→←↑↑←↑↑→↓↓↓→↓↓↓→↓→↓↓←↑←↑↑↑↑→↑←↓←←←↓←←↑→→→→→←↑↑←↑↑→↓↓↓→↓↓↓↓↓→→↑←↓←↑↑↑,
Microban IV - 28.level,astar,hungarian_matching,True,59,176468,11280,61.25057415594347,456219,59,←↓↑←↓←←↑→→←↑↑→↓←↓↓→→→↑↑←→→→↓→→↑←←←←→→→↑↑←←↓←↓→←↓↓←←←↓↓→↑↓→↑,
Microban IV - 28.level,astar,min_goal_distance,True,59,203924,11272,63.38826605398208,527676,59,←↓↑←↓←←↑→→←↑↑→↓←↓↓→→→↑↑←→→→↓→→↑←←←←→→→↑↑←←↓←↓→←↓↓←←←↓↓→↑↓→↑,
Microban IV - 29.level,greedy,min_goal_distance,True,121,18347,3262,5.607827144907787,47289,121,↑↑←↓→↓→→↓↑←←↓→↓↓→→↑↑→↑←←→↑↑←↓→↓↓↓↓←←↑↑←↑↑→←←←↓←←←↑↑→↓→↓↓←↑→↑→→→←←↓←←←↑↑→↑→↓←←↓↓→→→↑→↑←↓↓←←←↑↑→↓→↓↓←↑→↑→↑→→↓←→↓↓→↓↓→→↑←↓←↑,
Microban IV - 28.level,astar,player_distance,True,59,194452,14624,69.41735915001482,503345,59,←↓↑←↓←←↑→→←↑↑→↓←↓↓→→→↑↑←→→→↓→→↑←←←←→→→↑↑←←↓←↓→←↓↓←←←↓↓→↑↓→↑,
Microban IV - 28.level,bfs,,True,59,256419,9402,73.09271331701893,661594,59,←↓↑←↓←←↑→→←↑↑→↓←↓↓→→→↑↑←→→→↓→→↑←←←←→→→↑↑←←↓←↓→←↓↓←←←↓↓→↑↓→↑,
Microban IV - 29.level,greedy,player_distance,True,121,27434,16593,9.22437266993802,74625,121,↑↑←↓→↓→→↓↑←←↓→↓↓→→↑↑→↑←←→↑↑←↓→↓↓↓↓←←↑↑←↑↑→←←←↓←←←↑↑→↓→↓↓←↑→↑→→→←←←↓←←↑↑→↑→↓←←↓↓→→→↑→↑←↓↓←←←↑↑→↓→↓↓←↑→↑→↑→→↓←→↓↓→↓↓→→↑←↓←↑,
Microban IV - 3.level,bfs,,True,40,6334,798,1.80145063996315,15976,40,↓←↑↑←←←↓↓→↑→↑→→↑↑←←↓↓→→↓↓←↑←←↓←←↑↑↑↑→↓→↓,
Microban IV - 29.level,greedy,hungarian_matching,True,121,17743,3104,6.256474073044956,45738,121,↑↑←↓→↓→→↓↑←←↓→↓↓→→↑↑→↑←←→↑↑←↓→↓↓↓↓←←↑↑←↑↑→←←←↓←←←↑↑→↓→↓↓←↑→↑→→→←←↓←←←↑↑→↑→↓←←↓↓→→→↑→↑←↓↓←←←↑↑→↓→↓↓←↑→↑→↑→→↓←→↓↓→↓↓→→↑←↓←↑,
