number,value,datetime_start,datetime_complete,duration,params_add_triangle_prob,params_crossover_prob,params_elitism,params_funsearch_penalty,params_funsearch_temperature,params_mutation_prob,params_num_triangles,params_p_comp,params_p_tri,params_pop_size,system_attrs_fixed_params,system_attrs_tpe:relative_params:0,state
10,0.8946478366851807,2026-09-09 00:25:45.291725,2026-09-09 00:28:15.530287,0 days 00:02:30.238562,0.005395899733018187,0.40321436561611185,19,0.8826178078888927,7.518949452767222,0.059114310824520906,60,0.11963336879101172,0.10361169713180508,545,,"{""add_triangle_prob"": 0.005395899733018187, ""crossover_prob"": 0.40321436561611185, ""funsearch_penalty"": 0.8826178078888927, ""funsearch_temperature"": 7.518949452767222, ""mutation_prob"": 0.059114310824520906, ""num_triangles"": 60, ""p_comp"": 0.11963336879101172, ""p_tri"": 0.10361169713180508, ""pop_size"": 545}",COMPLETE
11,0.8835533261299133,2026-09-09 00:28:15.530733,2026-09-09 00:30:45.733567,0 days 00:02:30.202834,0.004015609069963386,0.4000893761426674,20,0.9413785068346303,9.781097847389496,0.06961743646163357,87,0.16523110104895966,0.11971259902111822,472,,"{""add_triangle_prob"": 0.004015609069963386, ""crossover_prob"": 0.4000893761426674, ""funsearch_penalty"": 0.9413785068346303, ""funsearch_temperature"": 9.781097847389496, ""mutation_prob"": 0.06961743646163357, ""num_triangles"": 87, ""p_comp"": 0.16523110104895966, ""p_tri"": 0.11971259902111822, ""pop_size"": 472}",COMPLETE
12,0.8708544969558716,2026-09-09 00:30:45.733959,2026-09-09 00:33:15.943083,0 days 00:02:30.209124,0.01533880467034408,0.6824984375473646,18,0.48406130361522165,8.522140963006256,0.04849283496311339,85,0.13103396842255371,0.3760128451766517,362,,"{""add_triangle_prob"": 0.01533880467034408, ""crossover_prob"": 0.6824984375473646, ""funsearch_penalty"": 0.48406130361522165, ""funsearch_temperature"": 8.522140963006256, ""mutation_prob"": 0.04849283496311339, ""num_triangles"": 85, ""p_comp"": 0.13103396842255371, ""p_tri"": 0.3760128451766517, ""pop_size"": 362}",COMPLETE
13,0.9082625508308411,2026-09-09 00:33:15.943483,2026-09-09 00:35:46.187631,0 days 00:02:30.244148,0.014136154632056863,0.6884034094915051,14,0.6859881080367831,1.9217061132110187,0.059706618245336365,99,0.014536700553014165,0.19339854449791302,206,,"{""add_triangle_prob"": 0.014136154632056863, ""crossover_prob"": 0.6884034094915051, ""funsearch_penalty"": 0.6859881080367831, ""funsearch_temperature"": 1.9217061132110187, ""mutation_prob"": 0.059706618245336365, ""num_triangles"": 99, ""p_comp"": 0.014536700553014165, ""p_tri"": 0.19339854449791302, ""pop_size"": 206}",COMPLETE
14,0.8975685238838196,2026-09-09 00:35:46.188070,2026-09-09 00:38:16.390906,0 days 00:02:30.202836,0.002149433523362788,0.7463958122956172,13,0.8106724268037239,1.2946911527321925,0.0534548844287876,87,0.021415990728733306,0.3242857389193732,434,,"{""add_triangle_prob"": 0.002149433523362788, ""crossover_prob"": 0.7463958122956172, ""funsearch_penalty"": 0.8106724268037239, ""funsearch_temperature"": 1.2946911527321925, ""mutation_prob"": 0.0534548844287876, ""num_triangles"": 87, ""p_comp"": 0.021415990728733306, ""p_tri"": 0.3242857389193732, ""pop_size"": 434}",COMPLETE
15,0.8747403621673584,2026-09-09 00:38:16.391305,2026-09-09 00:40:46.608124,0 days 00:02:30.216819,0.0066288185258855745,0.842925568576397,12,0.610684238042342,0.9762498953572434,0.047733709546281096,83,0.0873381278624412,0.2957504850140407,388,,"{""add_triangle_prob"": 0.0066288185258855745, ""crossover_prob"": 0.842925568576397, ""funsearch_penalty"": 0.610684238042342, ""funsearch_temperature"": 0.9762498953572434, ""mutation_prob"": 0.047733709546281096, ""num_triangles"": 83, ""p_comp"": 0.0873381278624412, ""p_tri"": 0.2957504850140407, ""pop_size"": 388}",COMPLETE
16,0.9066847562789917,2026-09-09 00:40:46.608495,2026-09-09 00:43:16.832138,0 days 00:02:30.223643,0.004315517442672697,0.6788004060463048,12,0.8561307952273951,1.3572328254381516,0.06168994693809221,94,0.041109309640398155,0.10260410309443574,455,,"{""add_triangle_prob"": 0.004315517442672697, ""crossover_prob"": 0.6788004060463048, ""funsearch_penalty"": 0.8561307952273951, ""funsearch_temperature"": 1.3572328254381516, ""mutation_prob"": 0.06168994693809221, ""num_triangles"": 94, ""p_comp"": 0.041109309640398155, ""p_tri"": 0.10260410309443574, ""pop_size"": 455}",COMPLETE
17,0.8716497421264648,2026-09-09 00:43:16.832594,2026-09-09 00:45:47.237440,0 days 00:02:30.404846,0.0036185977029086266,0.8822052816261887,4,0.7296656761131113,1.758901117436827,0.07816016959315392,82,0.10654767402083765,0.19919369139315088,41,,"{""add_triangle_prob"": 0.0036185977029086266, ""crossover_prob"": 0.8822052816261887, ""funsearch_penalty"": 0.7296656761131113, ""funsearch_temperature"": 1.758901117436827, ""mutation_prob"": 0.07816016959315392, ""num_triangles"": 82, ""p_comp"": 0.10654767402083765, ""p_tri"": 0.19919369139315088, ""pop_size"": 41}",COMPLETE
18,0.8924397826194763,2026-09-09 00:45:47.237954,2026-09-09 00:48:17.447839,0 days 00:02:30.209885,0.0016594418512663502,0.4121606548155036,60,0.7021253918329663,1.319914702070861,0.06295213867245492,90,0.10180931852181696,0.11582709136874383,614,,"{""add_triangle_prob"": 0.0016594418512663502, ""crossover_prob"": 0.4121606548155036, ""funsearch_penalty"": 0.7021253918329663, ""funsearch_temperature"": 1.319914702070861, ""mutation_prob"": 0.06295213867245492, ""num_triangles"": 90, ""p_comp"": 0.10180931852181696, ""p_tri"": 0.11582709136874383, ""pop_size"": 614}",COMPLETE
19,0.8803200125694275,2026-09-09 00:48:17.448213,2026-09-09 00:50:47.665693,0 days 00:02:30.217480,0.007628861613073844,0.6231931477553014,9,0.8635423243112477,2.1367405256225727,0.08598060262891347,90,0.10541891116839788,0.2587470807421795,462,,"{""add_triangle_prob"": 0.007628861613073844, ""crossover_prob"": 0.6231931477553014, ""funsearch_penalty"": 0.8635423243112477, ""funsearch_temperature"": 2.1367405256225727, ""mutation_prob"": 0.08598060262891347, ""num_triangles"": 90, ""p_comp"": 0.10541891116839788, ""p_tri"": 0.2587470807421795, ""pop_size"": 462}",COMPLETE
20,0.8915422558784485,2026-09-09 00:50:47.666138,2026-09-09 00:53:17.866446,0 days 00:02:30.200308,0.012608257719500172,0.5964744592021253,15,0.8204488481663363,0.5817010276925267,0.04692427504610855,94,0.050151434699295463,0.23963521101360832,413,,"{""add_triangle_prob"": 0.012608257719500172, ""crossover_prob"": 0.5964744592021253, ""funsearch_penalty"": 0.8204488481663363, ""funsearch_temperature"": 0.5817010276925267, ""mutation_prob"": 0.04692427504610855, ""num_triangles"": 94, ""p_comp"": 0.050151434699295463, ""p_tri"": 0.23963521101360832, ""pop_size"": 413}",COMPLETE
21,0.8973566889762878,2026-09-09 00:53:17.866882,2026-09-09 00:55:48.115251,0 days 00:02:30.248369,0.009620370104805015,0.49989368891951586,25,0.9414236753443969,2.2789759725638943,0.06805752568205921,89,0.08461054729240419,0.13909778428196176,693,,"{""add_triangle_prob"": 0.009620370104805015, ""crossover_prob"": 0.49989368891951586, ""funsearch_penalty"": 0.9414236753443969, ""funsearch_temperature"": 2.2789759725638943, ""mutation_prob"": 0.06805752568205921, ""num_triangles"": 89, ""p_comp"": 0.08461054729240419, ""p_tri"": 0.13909778428196176, ""pop_size"": 693}",COMPLETE
22,0.8890941739082336,2026-09-09 00:55:48.115644,2026-09-09 00:58:18.379653,0 days 00:02:30.264009,0.017638650531848023,0.5406191460900902,11,0.9389684661907358,2.647068004212864,0.06436881640056306,90,0.047054557620064386,0.22222876549825415,177,,"{""add_triangle_prob"": 0.017638650531848023, ""crossover_prob"": 0.5406191460900902, ""funsearch_penalty"": 0.9389684661907358, ""funsearch_temperature"": 2.647068004212864, ""mutation_prob"": 0.06436881640056306, ""num_triangles"": 90, ""p_comp"": 0.047054557620064386, ""p_tri"": 0.22222876549825415, ""pop_size"": 177}",COMPLETE
23,0.8901709914207458,2026-09-09 00:58:18.380052,2026-09-09 01:00:48.613756,0 days 00:02:30.233704,0.0001619867277393044,0.6994289348580388,15,0.7146141195212822,1.8645038459196426,0.05607324788718889,97,0.0982148112738349,0.12130386109086005,311,,"{""add_triangle_prob"": 0.0001619867277393044, ""crossover_prob"": 0.6994289348580388, ""funsearch_penalty"": 0.7146141195212822, ""funsearch_temperature"": 1.8645038459196426, ""mutation_prob"": 0.05607324788718889, ""num_triangles"": 97, ""p_comp"": 0.0982148112738349, ""p_tri"": 0.12130386109086005, ""pop_size"": 311}",COMPLETE
24,0.9002747535705566,2026-09-09 01:00:48.614126,2026-09-09 01:03:18.831082,0 days 00:02:30.216956,0.0018636715164456728,0.8285138444990129,7,0.8094784089102235,1.8796101197433315,0.055706072473696105,69,0.0241835799900483,0.11899600836036511,361,,"{""add_triangle_prob"": 0.0018636715164456728, ""crossover_prob"": 0.8285138444990129, ""funsearch_penalty"": 0.8094784089102235, ""funsearch_temperature"": 1.8796101197433315, ""mutation_prob"": 0.055706072473696105, ""num_triangles"": 69, ""p_comp"": 0.0241835799900483, ""p_tri"": 0.11899600836036511, ""pop_size"": 361}",COMPLETE
25,0.8919283151626587,2026-09-09 01:03:18.831492,2026-09-09 01:05:49.048503,0 days 00:02:30.217011,0.009041167147676835,0.6304224701446524,7,0.8273390329848601,1.4934724900269016,0.07589159074641996,77,0.13809695164988237,0.12010997991752674,336,,"{""add_triangle_prob"": 0.009041167147676835, ""crossover_prob"": 0.6304224701446524, ""funsearch_penalty"": 0.8273390329848601, ""funsearch_temperature"": 1.4934724900269016, ""mutation_prob"": 0.07589159074641996, ""num_triangles"": 77, ""p_comp"": 0.13809695164988237, ""p_tri"": 0.12010997991752674, ""pop_size"": 336}",COMPLETE
26,0.892817497253418,2026-09-09 01:05:49.048903,2026-09-09 01:08:19.294375,0 days 00:02:30.245472,0.017574806685202275,0.6918047403439045,6,0.6806200048456749,1.1194340470499318,0.0442801061277433,82,0.05782064033564224,0.114338821776427,268,,"{""add_triangle_prob"": 0.017574806685202275, ""crossover_prob"": 0.6918047403439045, ""funsearch_penalty"": 0.6806200048456749, ""funsearch_temperature"": 1.1194340470499318, ""mutation_prob"": 0.0442801061277433, ""num_triangles"": 82, ""p_comp"": 0.05782064033564224, ""p_tri"": 0.114338821776427, ""pop_size"": 268}",COMPLETE
