generation,elapsed_time_sec,best,mean,std,worst,best_error,mean_error
1,0.0066416263580322266,0.52943885,0.4516373574733734,0.030991099774837494,0.4087255597114563,47.056114,54.83626425266266
2,0.020389318466186523,0.5513646,0.48053058981895447,0.02724550850689411,0.4472988247871399,44.86354,51.94694101810455
3,0.03467416763305664,0.55559045,0.5068448781967163,0.02426605485379696,0.47992539405822754,44.440956,49.31551218032837
4,0.04849123954772949,0.5777105,0.5294228792190552,0.02194330096244812,0.5035234689712524,42.22895,47.05771207809448
5,0.06165957450866699,0.58070725,0.5516623854637146,0.01623658463358879,0.529438853263855,41.929276,44.83376145362854
6,0.07649588584899902,0.58070725,0.5649207234382629,0.009617422707378864,0.5523655414581299,41.929276,43.507927656173706
7,0.08274722099304199,0.6020404,0.5752868056297302,0.008980735205113888,0.5636975765228271,39.79596,42.47131943702698
8,0.095977783203125,0.6020404,0.582121729850769,0.0085267573595047,0.5721776485443115,39.79596,41.787827014923096
9,0.10181403160095215,0.6108715,0.589629590511322,0.008783362805843353,0.5790018439292908,38.91285,41.0370409488678
10,0.11560940742492676,0.6210481,0.5998740196228027,0.008874618448317051,0.5882524251937866,37.89519,40.01259803771973
11,0.12820839881896973,0.6210481,0.607825517654419,0.007367366924881935,0.5980825424194336,37.89519,39.217448234558105
12,0.13428997993469238,0.6411464,0.6166531443595886,0.008156332187354565,0.604853630065918,35.885357,38.33468556404114
13,0.14937758445739746,0.6411464,0.6249246597290039,0.008439113385975361,0.6157832145690918,35.885357,37.50753402709961
14,0.15626263618469238,0.6429528,0.6324869990348816,0.006794061977416277,0.6224164962768555,35.70472,36.75130009651184
15,0.16997742652893066,0.66654885,0.6405948400497437,0.007472578901797533,0.6325094103813171,33.345116,35.940515995025635
16,0.18256759643554688,0.6748556,0.647264838218689,0.009913592599332333,0.6391265988349915,32.514442,35.2735161781311
17,0.19469761848449707,0.68879545,0.6579524278640747,0.012335813604295254,0.6437627077102661,31.120455,34.20475721359253
18,0.20810222625732422,0.6889107,0.6686826348304749,0.011348088271915913,0.6535032391548157,31.108929,33.131736516952515
19,0.22200703620910645,0.69933534,0.6796569228172302,0.008631767705082893,0.667668342590332,30.066467,32.03430771827698
20,0.2358851432800293,0.70309657,0.6871020197868347,0.008341432549059391,0.6760666966438293,29.690344,31.28979802131653
21,0.2496633529663086,0.7046497,0.6948633790016174,0.006181563250720501,0.6851022839546204,29.53503,30.513662099838257
22,0.26302266120910645,0.705436,0.70119708776474,0.002353566000238061,0.6966342926025391,29.456402,29.880291223526
23,0.2757244110107422,0.7163247,0.7042290568351746,0.0036731816362589598,0.7013471722602844,28.36753,29.577094316482544
24,0.2898545265197754,0.7163247,0.7076235413551331,0.004104406572878361,0.7030965685844421,28.36753,29.237645864486694
25,0.29608726501464844,0.7216167,0.7115635275840759,0.004581918474286795,0.7061960101127625,27.838331,28.843647241592407
26,0.3113560676574707,0.72586554,0.7163785696029663,0.0038621374405920506,0.7103170156478882,27.413446,28.36214303970337
27,0.32619452476501465,0.73262435,0.720207929611206,0.00416144635528326,0.7155206799507141,26.737564,27.979207038879395
28,0.33991241455078125,0.7386039,0.7252171635627747,0.005612438078969717,0.7187601327896118,26.13961,27.478283643722534
29,0.3523232936859131,0.7411941,0.731723964214325,0.005454039666801691,0.7248722910881042,25.880587,26.827603578567505
30,0.3671705722808838,0.74329174,0.7366867661476135,0.003581553464755416,0.7308473587036133,25.670826,26.331323385238647
31,0.38461828231811523,0.75367063,0.7404876947402954,0.003540175501257181,0.736284077167511,24.632936,25.95123052597046
32,0.4010438919067383,0.75367063,0.7434120178222656,0.003761652857065201,0.740010678768158,24.632936,25.658798217773438
