generation,elapsed_time_sec,best,mean,std,worst,best_error,mean_error
1,0.0222320556640625,0.57154644,0.44154834747314453,0.03652239218354225,0.3938540816307068,42.845356,55.84516525268555
2,0.0505061149597168,0.57154644,0.4787527024745941,0.032299432903528214,0.439911425113678,42.845356,52.12472975254059
3,0.07204222679138184,0.58283985,0.5128166675567627,0.029326962307095528,0.47526782751083374,41.716015,48.71833324432373
4,0.10068726539611816,0.5974872,0.5413520336151123,0.021527564153075218,0.5108766555786133,40.251278,45.86479663848877
5,0.12878155708312988,0.60570496,0.5641685724258423,0.014763416722416878,0.5409153699874878,39.429504,43.58314275741577
6,0.15747809410095215,0.6121614,0.5789414048194885,0.012515896931290627,0.5634281039237976,38.78386,42.10585951805115
7,0.18523931503295898,0.62328994,0.5933647155761719,0.011554175987839699,0.5769654512405396,37.671005,40.66352844238281
8,0.21359872817993164,0.6443502,0.6062541007995605,0.010458683595061302,0.5921754837036133,35.564983,39.374589920043945
9,0.24178647994995117,0.65013576,0.6180294752120972,0.008972013369202614,0.6060826778411865,34.986423,38.19705247879028
10,0.2704906463623047,0.65246904,0.6287453174591064,0.008823327720165253,0.618632435798645,34.753098,37.125468254089355
11,0.2978334426879883,0.6546709,0.6385146975517273,0.007588632870465517,0.6282683610916138,34.53291,36.14853024482727
12,0.32506799697875977,0.659773,0.6464453935623169,0.0052848756313323975,0.638272762298584,34.0227,35.35546064376831
13,0.3541839122772217,0.66567993,0.6523455381393433,0.0037388757336884737,0.6469951868057251,33.432007,34.765446186065674
14,0.38312602043151855,0.6696402,0.6568852066993713,0.003829662222415209,0.6521779298782349,33.03598,34.311479330062866
15,0.410703182220459,0.6790935,0.6611680388450623,0.004558247979730368,0.6562803983688354,32.090652,33.883196115493774
16,0.4373910427093506,0.6790935,0.6660500764846802,0.004791881423443556,0.6602354049682617,32.090652,33.39499235153198
17,0.4594550132751465,0.6853684,0.6708375811576843,0.004451381508260965,0.665679931640625,31.463158,32.91624188423157
18,0.49828195571899414,0.6940299,0.6757917404174805,0.00421171635389328,0.670707106590271,30.597008,32.42082595825195
19,0.530336856842041,0.6950164,0.6805732250213623,0.0042492300271987915,0.6754777431488037,30.498362,31.94267749786377
20,0.560967206954956,0.6950164,0.6847929954528809,0.0035698236897587776,0.6796978116035461,30.498362,31.520700454711914
21,0.582463264465332,0.6950164,0.6885600090026855,0.003311197506263852,0.6842364072799683,30.498362,31.143999099731445
22,0.60379958152771,0.70021963,0.6920117139816284,0.002713556867092848,0.6882480382919312,29.978037,30.798828601837158
23,0.6320781707763672,0.70350814,0.6954261064529419,0.0022869843523949385,0.6923109292984009,29.649185,30.45738935470581
24,0.6614701747894287,0.7072315,0.6981871128082275,0.0027292617596685886,0.6950163841247559,29.276848,30.181288719177246
25,0.6913650035858154,0.7081299,0.7010189890861511,0.0024742663372308016,0.6977963447570801,29.187012,29.898101091384888
26,0.7221460342407227,0.7167492,0.7042154669761658,0.002717437921091914,0.7010680437088013,28.32508,29.578453302383423
27,0.7505574226379395,0.7202265,0.707531213760376,0.004108047112822533,0.7039327621459961,27.977348,29.246878623962402
28,0.7787666320800781,0.722068,0.711691677570343,0.004540694877505302,0.706407904624939,27.7932,28.8308322429657
29,0.8077561855316162,0.722068,0.7164392471313477,0.0029215228278189898,0.7111998796463013,27.7932,28.356075286865234
30,0.8290467262268066,0.72442377,0.7194256782531738,0.0015936724375933409,0.7167097926139832,27.557623,28.057432174682617
31,0.8585445880889893,0.72581077,0.721103847026825,0.0012710236478596926,0.7195262908935547,27.418922,27.889615297317505
32,0.8876171112060547,0.72581077,0.7223510146141052,0.0012003453448414803,0.7208354473114014,27.418922,27.764898538589478
33,0.9092311859130859,0.7259617,0.7236306667327881,0.0009920414304360747,0.722165584564209,27.403831,27.63693332672119
34,0.9386343955993652,0.7268193,0.7247720956802368,0.0007439671899192035,0.723665714263916,27.318073,27.52279043197632
35,0.9666111469268799,0.7327961,0.725662112236023,0.000870494288392365,0.7248228192329407,26.720392,27.433788776397705
36,0.9955267906188965,0.7347866,0.7265902757644653,0.0015605936059728265,0.7255933880805969,26.521338,27.340972423553467
37,1.025278091430664,0.7365141,0.7278085350990295,0.0023493836633861065,0.7261848449707031,26.34859,27.219146490097046
38,1.0556552410125732,0.7391927,0.7302038073539734,0.0034233161713927984,0.7269383668899536,26.080727,26.97961926460266
39,1.0857248306274414,0.7391927,0.7337713241577148,0.0029540820978581905,0.7284678220748901,26.080727,26.622867584228516
40,1.1093456745147705,0.74084055,0.7366417646408081,0.0014175799442455173,0.7347866296768188,25.915945,26.33582353591919
41,1.1386582851409912,0.7416184,0.7381535768508911,0.0012412382056936622,0.7365505695343018,25.838161,26.18464231491089
42,1.1678228378295898,0.7417414,0.7395563125610352,0.0009106723009608686,0.7382458448410034,25.82586,26.044368743896484
43,1.2093870639801025,0.7429569,0.7405896186828613,0.0008439116063527763,0.7394164204597473,25.704311,25.941038131713867
44,1.2408287525177002,0.7445462,0.7416067719459534,0.0007641807314939797,0.7407520413398743,25.545383,25.839322805404663
45,1.271697998046875,0.7448327,0.742490828037262,0.0008468336309306324,0.7416172027587891,25.516731,25.750917196273804
46,1.3008387088775635,0.7450471,0.7433760166168213,0.0007048764964565635,0.7423765659332275,25.49529,25.66239833831787
47,1.329798698425293,0.7462293,0.7441569566726685,0.0005901075201109052,0.7432597875595093,25.377071,25.584304332733154
48,1.3591389656066895,0.74658185,0.7448212504386902,0.0005402402603067458,0.7442336082458496,25.341814,25.51787495613098
49,1.3877849578857422,0.74714106,0.7453628778457642,0.000606464222073555,0.7446710467338562,25.285894,25.463712215423584
50,1.4160206317901611,0.7479429,0.7460105419158936,0.0006642216467298567,0.7451093792915344,25.205708,25.398945808410645
51,1.4445300102233887,0.74874616,0.7467849850654602,0.000491608923766762,0.7461432218551636,25.125385,25.32150149345398
52,1.4731581211090088,0.7489777,0.7473694086074829,0.000517820764798671,0.7467405200004578,25.102228,25.26305913925171
53,1.5019540786743164,0.7497576,0.7479184865951538,0.0006313077756203711,0.7472529411315918,25.02424,25.20815134048462
54,1.5311601161956787,0.7501867,0.7486462593078613,0.0005893990746699274,0.7477437853813171,24.98133,25.135374069213867
55,1.5601179599761963,0.75047016,0.7492618560791016,0.00040108701796270907,0.7488120794296265,24.952984,25.073814392089844
56,1.5873990058898926,0.7507251,0.7496954202651978,0.0003765714936889708,0.7491995692253113,24.92749,25.030457973480225
57,1.6153786182403564,0.75153095,0.7501444220542908,0.0003840234421659261,0.7496960163116455,24.846905,24.985557794570923
58,1.6428742408752441,0.75210077,0.7505977153778076,0.00044837489258497953,0.7501186728477478,24.789923,24.94022846221924
59,1.671187162399292,0.75283474,0.7511587738990784,0.0005146676558069885,0.7505272626876831,24.716526,24.884122610092163
60,1.7000250816345215,0.7539375,0.7517824769020081,0.0005038749077357352,0.7511774301528931,24.60625,24.821752309799194
61,1.728255033493042,0.75455874,0.7523760795593262,0.0006104837520979345,0.7517058253288269,24.544127,24.762392044067383
62,1.7558424472808838,0.7556048,0.7530978918075562,0.0006881435983814299,0.7523412704467773,24.43952,24.690210819244385
63,1.7867419719696045,0.7561995,0.7538303136825562,0.0007145732524804771,0.7529568076133728,24.380053,24.616968631744385
64,1.815845251083374,0.75716776,0.7546752691268921,0.0006877321866340935,0.7538355588912964,24.283224,24.53247308731079
65,1.8445119857788086,0.75788796,0.7554880976676941,0.0007431936101056635,0.7545587420463562,24.211205,24.45119023323059
66,1.8742320537567139,0.7591811,0.7564430832862854,0.0008443308179266751,0.7555030584335327,24.081892,24.35569167137146
67,1.90293288230896,0.7593105,0.7573501467704773,0.0007679245318286121,0.7563309073448181,24.06895,24.26498532295227
68,1.9324655532836914,0.75952387,0.7582192420959473,0.0005630671512335539,0.7574953436851501,24.047613,24.178075790405273
69,1.9611225128173828,0.76053244,0.7588406801223755,0.0004825532087124884,0.7581169605255127,23.946756,24.11593198776245
70,1.987823247909546,0.7620126,0.7594314217567444,0.0005070363404229283,0.7588342428207397,23.79874,24.05685782432556
71,2.015314817428589,0.76221615,0.75996994972229,0.0007393915439024568,0.7593420743942261,23.778385,24.003005027770996
72,2.0440690517425537,0.7635182,0.7607800364494324,0.000876010162755847,0.7596743106842041,23.648178,23.921996355056763
73,2.0728564262390137,0.7651056,0.7618653774261475,0.0007684726151637733,0.7609398365020752,23.489439,23.813462257385254
74,2.1011345386505127,0.76683116,0.7628106474876404,0.0010367169743403792,0.7618216276168823,23.316883,23.718935251235962
75,2.1286725997924805,0.76690626,0.7640224099159241,0.0012748162262141705,0.7624019384384155,23.309374,23.597759008407593
76,2.1563096046447754,0.767826,0.765328586101532,0.0010359699372202158,0.7642143368721008,23.217398,23.4671413898468
77,2.1849985122680664,0.7693994,0.7664853930473328,0.0009399893460795283,0.7649388909339905,23.060059,23.351460695266724
78,2.2135186195373535,0.7696228,0.7674139738082886,0.0007504418026655912,0.7667436003684998,23.03772,23.258602619171143
79,2.2400519847869873,0.77181804,0.7683030366897583,0.0009403415024280548,0.7671304941177368,22.818195,23.16969633102417
80,2.270118236541748,0.77264583,0.7694399952888489,0.0009210080024786294,0.767988383769989,22.735416,23.056000471115112
81,2.2979142665863037,0.77456784,0.7705135941505432,0.0010879520559683442,0.7693127393722534,22.543217,22.94864058494568
82,2.3258612155914307,0.7751626,0.7718510031700134,0.0011950432090088725,0.7704737782478333,22.483742,22.814899682998657
83,2.3533191680908203,0.77990985,0.7732298374176025,0.0011666582431644201,0.7718180418014526,22.009014,22.677016258239746
84,2.3814022541046143,0.78000504,0.7744635939598083,0.0011937659000977874,0.7730569839477539,21.999496,22.553640604019165
85,2.410365581512451,0.78043026,0.7756511569023132,0.0016214909264817834,0.7745022177696228,21.956974,22.434884309768677
86,2.438149929046631,0.7804929,0.7769772410392761,0.0020576927345246077,0.7751625776290894,21.95071,22.302275896072388
87,2.466190814971924,0.781471,0.7789281010627747,0.0018018644768744707,0.7760445475578308,21.852898,22.107189893722534
88,2.493621349334717,0.7859391,0.7805176973342896,0.0006287269643507898,0.7799098491668701,21.40609,21.948230266571045
89,2.5226364135742188,0.7859391,0.7810084819793701,0.0007032896974124014,0.7803959250450134,21.40609,21.89915180206299
90,2.5441553592681885,0.78727114,0.7816784381866455,0.0011570688802748919,0.7809942960739136,21.272886,21.83215618133545
91,2.572192907333374,0.7934712,0.7827715873718262,0.0023594254162162542,0.7814483046531677,20.652878,21.722841262817383
92,2.601426362991333,0.79420495,0.7849713563919067,0.003743319772183895,0.7816822528839111,20.579506,21.502864360809326
93,2.6278672218322754,0.79420495,0.7891827821731567,0.002973699476569891,0.7828008532524109,20.579506,21.081721782684326
94,2.648799180984497,0.7943158,0.7923175692558289,0.0010539917275309563,0.7906304597854614,20.568419,20.768243074417114
95,2.6767451763153076,0.795244,0.7932590246200562,0.0007113544852472842,0.7920666933059692,20.475601,20.674097537994385
96,2.7077560424804688,0.79525423,0.7939270734786987,0.00039528985507786274,0.7934712171554565,20.474577,20.607292652130127
97,2.7376809120178223,0.7961317,0.79438316822052,0.00033608468947932124,0.7939532995223999,20.386833,20.561683177947998
98,2.766275644302368,0.7965017,0.7947286367416382,0.00048078782856464386,0.7943055033683777,20.34983,20.52713632583618
99,2.7947499752044678,0.79651016,0.7952210903167725,0.0005055489600636065,0.7945842742919922,20.348984,20.477890968322754
100,2.8237462043762207,0.7977966,0.7957492470741272,0.0005429467419162393,0.7952426075935364,20.220339,20.42507529258728
101,2.8522236347198486,0.7977966,0.7963838577270508,0.0004209747421555221,0.7957589626312256,20.220339,20.361614227294922
102,2.8753304481506348,0.79867846,0.7967932820320129,0.0004483959055505693,0.796399712562561,20.132154,20.320671796798706
103,2.903425931930542,0.7992868,0.7972307205200195,0.00047661023563705385,0.7965736389160156,20.071321,20.276927947998047
104,2.9338533878326416,0.8000285,0.7977836728096008,0.0006845901953056455,0.7970556616783142,19.99715,20.221632719039917
105,2.965186834335327,0.80114836,0.7984696626663208,0.0007494971505366266,0.7976011037826538,19.885164,20.15303373336792
106,2.9952638149261475,0.8012432,0.799338161945343,0.0006671410519629717,0.7984591126441956,19.87568,20.0661838054657
107,3.024662494659424,0.8016968,0.8000451922416687,0.0006163195939734578,0.7993184328079224,19.830322,19.99548077583313
108,3.0538110733032227,0.8028462,0.8006766438484192,0.0005555246607400477,0.7999538779258728,19.715382,19.93233561515808
109,3.0819098949432373,0.8033068,0.8013051748275757,0.0004468269180506468,0.8008189797401428,19.66932,19.86948251724243
110,3.109797716140747,0.8034389,0.801775336265564,0.000710034160874784,0.8012415170669556,19.656109,19.822466373443604
111,3.1389951705932617,0.8045349,0.8024553656578064,0.0007695293170399964,0.8014151453971863,19.546509,19.75446343421936
112,3.1679320335388184,0.80473006,0.8032518625259399,0.0003233320021536201,0.8028934597969055,19.526995,19.674813747406006
113,3.199406623840332,0.8048806,0.8035779595375061,0.0004681266436818987,0.8032280802726746,19.511938,19.64220404624939
114,3.2281670570373535,0.8054567,0.8039904236793518,0.0005688515375368297,0.8034071326255798,19.45433,19.60095763206482
115,3.2568228244781494,0.8064981,0.804604709148407,0.0004802439652848989,0.8037480115890503,19.35019,19.5395290851593
116,3.2859811782836914,0.80726933,0.8051740527153015,0.0006067361682653427,0.8045748472213745,19.273067,19.48259472846985
117,3.333148241043091,0.8078494,0.8035901188850403,0.0018920546863228083,0.7994473576545715,19.21506,19.64098811149597
118,3.3618826866149902,0.8083455,0.8054170608520508,0.0010225160513073206,0.804103434085846,19.165451,19.458293914794922
119,3.390347480773926,0.8083455,0.8065298795700073,0.0008064276771619916,0.8053746223449707,19.165451,19.347012042999268
120,3.411973237991333,0.80899215,0.8074177503585815,0.0005212674732320011,0.806550145149231,19.100784,19.258224964141846
121,3.4409186840057373,0.80899215,0.8079336285591125,0.00039225348155014217,0.8074301481246948,19.100784,19.206637144088745
122,3.464484214782715,0.80899215,0.8083605170249939,0.00027097976999357343,0.8079303503036499,19.100784,19.16394829750061
123,3.4859089851379395,0.80959284,0.8086523413658142,0.00026641282602213323,0.8083454966545105,19.040716,19.13476586341858
124,3.514155864715576,0.8099383,0.8089659214019775,0.0002827754069585353,0.8086005449295044,19.006168,19.103407859802246
125,3.541977882385254,0.8105965,0.8093013167381287,0.00033909143530763686,0.8089829683303833,18.940348,19.069868326187134
126,3.5702290534973145,0.81082124,0.8096730709075928,0.00036022046697326005,0.80916428565979,18.917877,19.032692909240723
127,3.598503351211548,0.81122774,0.8100718259811401,0.00032662483863532543,0.8095928430557251,18.877226,18.992817401885986
128,3.62752628326416,0.8113712,0.8104211091995239,0.000299551960779354,0.810064435005188,18.862879,18.957889080047607
129,3.656906843185425,0.81157655,0.8107624650001526,0.00026611427892930806,0.8104601502418518,18.842346,18.92375349998474
130,3.685117483139038,0.8122488,0.8110416531562805,0.00029671404627151787,0.8106703758239746,18.775118,18.89583468437195
131,3.7150559425354004,0.81226766,0.8113999962806702,0.0002948913024738431,0.8109549880027771,18.773233,18.860000371932983
132,3.7435102462768555,0.8128175,0.8116920590400696,0.0003363517753314227,0.8113473057746887,18.718248,18.830794095993042
133,3.769562005996704,0.81375587,0.8120545744895935,0.00031980930361896753,0.811621367931366,18.624413,18.79454255104065
134,3.7992775440216064,0.8139685,0.8124180436134338,0.00034333328949287534,0.8120529651641846,18.603151,18.758195638656616
135,3.826744556427002,0.81408215,0.8127682209014893,0.00042671486153267324,0.8122792840003967,18.591785,18.723177909851074
136,3.8554580211639404,0.8146509,0.8132315278053284,0.0004476519825402647,0.8127357363700867,18.53491,18.676847219467163
137,3.8853626251220703,0.8146509,0.8137148022651672,0.00030549991060979664,0.8132851123809814,18.53491,18.628519773483276
138,3.9061167240142822,0.814728,0.8140372633934021,0.00025906696100719273,0.8137530088424683,18.527199,18.59627366065979
139,3.935385227203369,0.81512344,0.8142989873886108,0.00028889134409837425,0.8139702081680298,18.487656,18.570101261138916
140,3.9652469158172607,0.81554353,0.8146360516548157,0.00022375975095201284,0.814224362373352,18.445646,18.536394834518433
141,3.993128538131714,0.8162486,0.8148988485336304,0.00029322251793928444,0.8146308064460754,18.375141,18.510115146636963
142,4.021593809127808,0.8163653,0.8152139782905579,0.0003441033186390996,0.8148136138916016,18.36347,18.478602170944214
143,4.049853324890137,0.8166041,0.8155982494354248,0.0003345379082020372,0.8151768445968628,18.339592,18.44017505645752
144,4.077411651611328,0.8167707,0.8159918189048767,0.00029584954609163105,0.8155887722969055,18.322933,18.40081810951233
145,4.105911493301392,0.8168336,0.8163317441940308,0.00024049887724686414,0.8159571290016174,18.316639,18.366825580596924
146,4.134287118911743,0.81937087,0.8166490197181702,0.000324690859997645,0.8163412809371948,18.062914,18.335098028182983
147,4.163197994232178,0.8196862,0.8169357180595398,0.0004366185748949647,0.8166093230247498,18.031384,18.30642819404602
148,4.191141843795776,0.81968665,0.817337155342102,0.0007232403731904924,0.8168467879295349,18.031334,18.266284465789795
149,4.2203826904296875,0.82057726,0.8180174231529236,0.0009649771964177489,0.817119300365448,17.942274,18.19825768470764
150,4.248814582824707,0.82057726,0.8189214468002319,0.0008428859291598201,0.8177151679992676,17.942274,18.107855319976807
151,4.270531177520752,0.82133406,0.8198264837265015,0.0004278124251868576,0.8192395567893982,17.866594,18.017351627349854
152,4.299858808517456,0.8222266,0.8202708959579468,0.0005211983225308359,0.8196866512298584,17.777342,17.972910404205322
153,4.328464508056641,0.822484,0.8208065629005432,0.00048696904559619725,0.8202575445175171,17.751598,17.91934370994568
154,4.35608696937561,0.82253164,0.8214062452316284,0.0005167482886463404,0.8207290172576904,17.746836,17.859375476837158
155,4.385082006454468,0.82257545,0.8219195604324341,0.00040946085937321186,0.8213530778884888,17.742455,17.808043956756592
156,4.41469669342041,0.8232912,0.8223704695701599,0.0002077298704534769,0.8220691084861755,17.670881,17.76295304298401
157,4.443119287490845,0.82392454,0.8226120471954346,0.00029613482183776796,0.8223481178283691,17.607546,17.738795280456543
158,4.4715962409973145,0.82392454,0.8229241371154785,0.00036590624949894845,0.8225162029266357,17.607546,17.70758628845215
159,4.49135422706604,0.8239928,0.8233574032783508,0.00025475103757344186,0.822971522808075,17.600721,17.664259672164917
160,4.519276857376099,0.8247348,0.8236780762672424,0.00026827119290828705,0.8233925104141235,17.52652,17.632192373275757
161,4.547937393188477,0.82549316,0.8239667415618896,0.00032005307730287313,0.8236550092697144,17.450684,17.603325843811035
